text,text_en,cmp_code,eu_code,party_id,year,sentence_id,cmp_code_clean,gpt_migration,predicted_label
"We rely on the diversity of involvement in associations, charities, environmental organizations, churches, religious and ideological communities, self-help groups, migrant organizations, foundations, voluntary services, networks and other organizations with honorary posts.","We rely on the diversity of involvement in associations, charities, environmental organizations, churches, religious and ideological communities, self-help groups, migrant organizations, foundations, voluntary services, networks and other organizations with honorary posts.",606.0,,41320,2013,41320_2013_29987,606,1,cultural
"Volunteer work is also indispensable for successful integration: in the neighborhood, in sports clubs, in social institutions, in welfare associations or in migrant organizations.","Volunteer work is also indispensable for successful integration: in the neighborhood, in sports clubs, in social institutions, in welfare associations or in migrant organizations.",606.0,,41320,2013,41320_2013_30011,606,1,cultural
improve legal regulations on the right of residence and on the protection of witnesses and victims.,improve legal regulations on the right of residence and on the protection of witnesses and victims.,706.0,,41320,2013,41320_2013_30064,706,1,humanitarian
"This applies to economic, monetary and trade issues as well as to environmental and consumer protection, conflict prevention and disarmament, and migration policy.","This applies to economic, monetary and trade issues as well as to environmental and consumer protection, conflict prevention and disarmament, and migration policy.",108.0,,41320,2013,41320_2013_30122,108,1,humanitarian
"At the same time, efforts to help Syrian refugees must be stepped up.","At the same time, efforts to help Syrian refugees must be stepped up.",107.0,,41320,2013,41320_2013_30302,107,1,humanitarian
We seek progress towards visa liberalization in our mutual interest.,We seek progress towards visa liberalization in our mutual interest.,107.0,,41320,2013,41320_2013_30351,107,1,cultural
We actively support the indispensable work of the United Nations High Commissioner for Refugees,We actively support the indispensable work of the United Nations High Commissioner for Refugees,201.0,,41320,2013,41320_2013_30403,201,1,humanitarian
and advocate more solidarity with refugees in the European Union.,and advocate more solidarity with refugees in the European Union.,503.0,,41320,2013,41320_2013_30404,503,1,humanitarian
"We want to live in a modern society where people have equal rights, opportunities and chances - women and men, people with disabilities, refugees, people of different origins and ages, people of different faiths and sexual identities.","We want to live in a modern society where people have equal rights, opportunities and chances - women and men, people with disabilities, refugees, people of different origins and ages, people of different faiths and sexual identities.",503.0,,41113,2013,41113_2013_30636,503,1,cultural
that protects refugees instead of arming the borders of Europe to deadly walls.,that protects refugees instead of arming the borders of Europe to deadly walls.,705.0,,41113,2013,41113_2013_30657,705,1,security
We want to shape our immigration society in such a way that people of different origins can live together on an equal footing.,We want to shape our immigration society in such a way that people of different origins can live together on an equal footing.,503.0,,41113,2013,41113_2013_30726,503,1,cultural
